,Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
34527,Bus,48395,1,9,Diesel,Automatic,2000,Worn Out,Worn Out,New,1
34528,Truck,75998,3,1,Electric,Manual,2500,Worn Out,New,Weak,1
34529,Truck,71135,4,1,Electric,Automatic,2000,New,Good,New,1
34530,Bus,60187,2,3,Diesel,Manual,800,Good,Worn Out,New,1
34531,Van,71522,1,6,Electric,Manual,2000,Worn Out,New,Weak,1
34532,Motorcycle,43162,5,7,Diesel,Manual,2000,Worn Out,New,Weak,1
34533,Bus,45710,5,6,Electric,Automatic,1500,Good,Worn Out,Good,1
34534,Van,42485,5,10,Diesel,Automatic,1500,New,New,Good,1
34535,Motorcycle,44084,3,4,Petrol,Automatic,1500,Worn Out,Worn Out,New,1
34536,SUV,66237,3,4,Diesel,Automatic,1000,Worn Out,New,New,0
34537,Bus,66482,1,5,Petrol,Manual,2000,Good,Worn Out,Good,1
34538,SUV,70704,5,8,Petrol,Automatic,1000,Good,Worn Out,New,1
34539,Van,31930,1,2,Electric,Manual,2500,New,Worn Out,Weak,1
34540,Van,53363,3,6,Diesel,Automatic,2500,New,Good,Weak,1
34541,Van,45178,0,5,Electric,Manual,1500,New,Worn Out,Weak,1
34542,Van,76527,4,9,Electric,Automatic,1000,New,New,New,1
34543,Motorcycle,58559,5,3,Electric,Automatic,1500,Good,Worn Out,New,1
34544,Bus,77983,3,8,Petrol,Automatic,1500,Good,New,Weak,1
34545,Car,64020,2,5,Petrol,Automatic,2000,Worn Out,Worn Out,Good,1
34546,Motorcycle,75858,3,5,Diesel,Automatic,1500,Good,New,New,0
34547,Motorcycle,73256,4,7,Electric,Manual,2500,Good,Worn Out,Weak,1
34548,Car,56575,3,10,Diesel,Automatic,2500,Worn Out,New,New,1
34549,SUV,57785,1,5,Electric,Manual,800,Worn Out,Worn Out,Good,1
34550,Truck,51610,2,3,Electric,Automatic,1500,Good,Good,Good,0
34551,Truck,61084,3,8,Electric,Manual,1000,Good,Good,New,1
34552,Car,59213,1,2,Petrol,Automatic,1000,Good,New,Weak,1
34553,Truck,55725,2,6,Petrol,Automatic,800,Worn Out,Good,New,0
34554,Car,62438,4,8,Diesel,Manual,2000,Good,New,Good,1
34555,Bus,57227,1,10,Petrol,Manual,2500,Worn Out,Good,Weak,1
34556,Car,33167,1,4,Petrol,Manual,1000,Worn Out,New,Weak,1
34557,Bus,31399,2,8,Diesel,Automatic,1000,Worn Out,Worn Out,Good,1
34558,Truck,64677,0,8,Petrol,Manual,1000,Good,New,New,0
34559,Bus,76849,3,6,Diesel,Manual,2000,Good,Worn Out,New,1
34560,Motorcycle,67144,2,2,Petrol,Manual,1000,Good,Worn Out,New,1
34561,Car,55825,3,5,Electric,Automatic,800,Good,Good,Good,1
34562,Bus,57030,5,8,Diesel,Automatic,1500,Good,New,Good,1
34563,Van,78563,1,3,Electric,Automatic,800,Worn Out,New,Good,0
34564,Car,73866,4,9,Electric,Manual,1500,Good,Good,Weak,1
34565,Motorcycle,52229,0,8,Diesel,Manual,1000,Good,Worn Out,Weak,1
34566,Truck,48149,4,5,Petrol,Manual,800,Good,Good,New,1
34567,SUV,33293,5,9,Diesel,Automatic,2500,Good,New,New,1
34568,Truck,62363,5,9,Electric,Manual,1500,Good,Good,Good,1
34569,Car,52232,0,6,Petrol,Automatic,2000,New,New,Good,1
34570,Car,59404,3,6,Petrol,Automatic,800,New,Worn Out,Weak,1
34571,SUV,47500,4,9,Electric,Automatic,1500,Good,Worn Out,New,1
34572,Motorcycle,73709,0,7,Petrol,Manual,1000,Good,Worn Out,Weak,1
34573,Car,35218,2,3,Petrol,Automatic,2000,New,Good,New,1
34574,Car,52771,4,6,Petrol,Automatic,2500,Worn Out,Worn Out,New,1
34575,Van,69463,0,10,Petrol,Automatic,2000,Good,Worn Out,New,1
34576,Van,60539,1,10,Petrol,Manual,1000,New,Worn Out,New,1
34577,Bus,38323,2,4,Diesel,Manual,800,New,New,Good,1
34578,SUV,72704,2,4,Diesel,Manual,1500,Worn Out,Worn Out,Weak,1
34579,SUV,38038,5,2,Electric,Automatic,2500,Good,Worn Out,Good,1
34580,Truck,63207,1,1,Petrol,Manual,2500,New,New,Weak,1
34581,Bus,62714,0,3,Diesel,Automatic,800,Good,Worn Out,New,1
34582,Bus,74064,1,2,Diesel,Manual,1000,New,New,Good,0
34583,Car,67953,4,9,Diesel,Automatic,2000,New,New,Good,1
34584,SUV,78746,1,6,Diesel,Manual,800,Good,Worn Out,Weak,1
34585,Motorcycle,75758,0,7,Diesel,Manual,2500,New,Good,New,0
34586,Motorcycle,72198,4,8,Diesel,Manual,1500,Good,New,Weak,1
34587,Bus,47720,4,8,Petrol,Manual,1000,Good,New,Good,1
34588,Bus,50235,2,9,Diesel,Manual,800,New,Good,Weak,1
34589,Motorcycle,48685,4,3,Petrol,Manual,1500,Worn Out,Worn Out,Weak,1
34590,Bus,51797,2,5,Diesel,Manual,2000,New,Worn Out,Weak,1
34591,SUV,49338,3,8,Electric,Automatic,2500,Good,New,Good,0
34592,SUV,62917,2,3,Petrol,Manual,1500,Good,Good,Weak,1
34593,SUV,31695,0,1,Diesel,Automatic,2000,Worn Out,Good,Weak,1
34594,Car,43469,5,3,Electric,Manual,1500,New,Good,Good,1
34595,Bus,30658,5,6,Diesel,Manual,2000,Good,New,Weak,1
34596,Bus,58731,1,10,Petrol,Manual,2500,Good,Worn Out,Good,1
34597,Van,32672,3,6,Petrol,Automatic,1500,Good,New,Weak,1
34598,Truck,54576,3,10,Diesel,Automatic,800,Worn Out,New,New,1
34599,Bus,66866,3,1,Petrol,Manual,1500,Good,Good,New,0
34600,Car,56787,4,7,Electric,Automatic,2500,Good,Good,New,1
34601,Truck,37064,4,1,Petrol,Automatic,1500,Worn Out,Worn Out,Weak,1
34602,Truck,37296,3,6,Diesel,Manual,1000,New,Worn Out,Weak,1
34603,Bus,63492,0,5,Diesel,Automatic,1500,New,Worn Out,New,1
34604,Van,61475,4,3,Electric,Manual,2000,Good,Worn Out,New,1
34605,SUV,51871,0,2,Diesel,Automatic,1000,Worn Out,Good,Good,0
34606,SUV,66097,0,1,Diesel,Manual,1000,New,Good,New,0
34607,Bus,78880,1,3,Electric,Automatic,2500,Worn Out,New,Weak,1
34608,Motorcycle,62213,3,3,Electric,Manual,2000,Worn Out,Worn Out,Weak,1
34609,Motorcycle,70222,3,7,Diesel,Manual,2000,Worn Out,Worn Out,Weak,1
34610,Truck,63960,1,3,Electric,Automatic,800,New,Worn Out,Good,1
34611,Car,46899,2,5,Diesel,Manual,2500,New,Good,Weak,1
34612,Truck,42048,3,7,Petrol,Automatic,800,Good,Good,Weak,1
34613,SUV,67464,1,2,Electric,Automatic,2000,Worn Out,Good,New,0
34614,Truck,60724,4,8,Petrol,Automatic,1000,Good,Good,Weak,1
34615,Bus,50139,4,7,Electric,Manual,2500,New,Worn Out,New,1
34616,Van,73178,5,7,Diesel,Manual,1500,Good,Good,New,1
34617,Motorcycle,68279,0,8,Electric,Manual,2500,New,Worn Out,Weak,1
34618,Van,61229,3,3,Petrol,Manual,2000,New,Worn Out,Weak,1
34619,Motorcycle,61339,1,5,Electric,Automatic,2000,New,Good,Good,0
34620,SUV,49106,1,8,Electric,Automatic,800,Worn Out,New,New,0
34621,Van,53186,0,6,Petrol,Manual,1500,Worn Out,Good,New,0
34622,Motorcycle,61490,2,3,Petrol,Manual,800,Worn Out,New,Weak,1
34623,Car,70602,0,8,Electric,Manual,800,Good,Worn Out,New,1
34624,Van,49625,3,9,Electric,Automatic,1000,New,New,Good,1
34625,Van,45650,4,10,Petrol,Manual,800,Worn Out,Worn Out,Weak,1
34626,Van,30423,0,5,Electric,Manual,800,New,Worn Out,New,1
34627,Truck,70122,4,10,Petrol,Manual,2500,New,Worn Out,Good,1
34628,Bus,50407,5,10,Electric,Automatic,1500,Worn Out,Good,New,1
34629,Truck,56150,2,6,Diesel,Automatic,2000,New,Good,New,1
34630,Motorcycle,67774,0,6,Diesel,Automatic,1000,Good,New,Weak,1
34631,Truck,47467,5,2,Petrol,Automatic,2000,Good,Worn Out,Good,1
34632,Van,44764,1,1,Petrol,Manual,1500,New,New,Good,0
34633,SUV,61041,1,3,Electric,Manual,2500,Worn Out,Worn Out,New,1
34634,Bus,75499,5,5,Electric,Automatic,800,Good,Worn Out,Good,1
34635,Motorcycle,72308,5,10,Petrol,Manual,800,Worn Out,Good,New,1
34636,Truck,42654,0,7,Electric,Automatic,2000,Good,Worn Out,Good,1
34637,SUV,55459,3,5,Diesel,Automatic,800,Worn Out,Good,Weak,1
34638,Van,44057,2,1,Diesel,Automatic,1500,Good,New,Weak,1
34639,Bus,59430,2,3,Electric,Automatic,2500,Good,Worn Out,Good,1
34640,Bus,67073,5,6,Petrol,Manual,1000,Good,Good,Weak,1
34641,Truck,45715,5,1,Diesel,Automatic,1500,New,Worn Out,Good,1
34642,SUV,59306,2,8,Diesel,Manual,800,Good,Worn Out,Good,1
34643,Bus,39629,1,4,Electric,Manual,2000,New,Good,Weak,1
34644,Bus,66973,4,9,Electric,Manual,1000,Worn Out,New,Good,1
34645,Bus,67266,5,7,Electric,Automatic,2500,Worn Out,New,New,1
34646,Bus,31200,0,2,Diesel,Automatic,2500,New,New,New,0
34647,Van,68767,2,10,Electric,Automatic,800,New,Good,Good,0
34648,Motorcycle,32981,0,8,Diesel,Manual,1000,New,Good,Good,1
34649,Bus,73865,5,7,Diesel,Automatic,1000,Good,Good,Weak,1
34650,SUV,40145,5,10,Electric,Manual,800,Worn Out,Good,Good,1
34651,SUV,32975,0,9,Electric,Automatic,2000,New,New,Weak,1
34652,Truck,73035,0,3,Diesel,Manual,2500,Worn Out,Good,New,0
34653,Bus,52484,2,9,Petrol,Automatic,1000,New,New,New,0
34654,Truck,60573,5,2,Petrol,Automatic,2500,Worn Out,Worn Out,New,1
34655,Bus,35303,0,2,Diesel,Manual,1000,Good,Good,Weak,1
34656,Motorcycle,79771,4,2,Petrol,Automatic,2500,New,Worn Out,Good,1
34657,SUV,46127,2,7,Petrol,Manual,1500,Good,New,Weak,1
34658,Truck,49116,3,1,Electric,Automatic,800,New,Good,Weak,1
34659,Car,62528,4,1,Electric,Automatic,1500,Worn Out,New,Weak,1
34660,Bus,37433,3,1,Electric,Manual,2500,Good,Worn Out,Good,1
34661,Bus,40775,4,8,Diesel,Manual,800,Worn Out,Worn Out,Weak,1
34662,Motorcycle,79209,1,5,Petrol,Manual,1000,New,Worn Out,Good,1
34663,Motorcycle,63643,2,9,Electric,Manual,2000,Worn Out,Worn Out,Good,1
34664,Bus,32091,2,2,Petrol,Manual,800,New,New,Weak,1
34665,Car,43794,0,6,Diesel,Manual,2500,Good,Worn Out,New,1
34666,Motorcycle,51841,0,6,Electric,Automatic,2000,Good,New,New,1
34667,Bus,59915,1,6,Electric,Automatic,1000,Worn Out,New,New,1
34668,Van,73768,5,10,Petrol,Automatic,2500,Worn Out,Worn Out,Good,1
34669,Motorcycle,62063,3,1,Petrol,Manual,800,New,Good,Weak,1
34670,Truck,53999,5,7,Petrol,Manual,2500,New,Worn Out,Weak,1
34671,Van,70429,1,6,Petrol,Manual,800,Good,Good,Good,0
34672,SUV,69875,5,7,Petrol,Manual,2000,New,New,New,1
34673,Truck,63909,2,8,Petrol,Manual,2500,New,New,New,0
34674,Truck,35563,3,10,Diesel,Automatic,1500,New,New,Weak,1
34675,Truck,71994,0,7,Diesel,Automatic,1500,New,Worn Out,New,1
34676,Van,33020,3,3,Petrol,Automatic,1000,Good,Good,Good,1
34677,Car,59089,4,8,Petrol,Automatic,2000,Worn Out,Worn Out,Good,1
34678,Motorcycle,42494,2,6,Diesel,Manual,800,Worn Out,New,New,0
34679,Van,39061,1,6,Electric,Manual,1000,Worn Out,Worn Out,Good,1
34680,Van,51411,0,9,Electric,Automatic,2500,Worn Out,Good,New,0
34681,SUV,51097,3,3,Petrol,Manual,1000,Worn Out,Good,Weak,1
34682,SUV,71077,1,3,Petrol,Manual,800,New,New,New,1
34683,Van,69695,3,8,Electric,Manual,2500,New,New,Weak,1
34684,Bus,36201,1,2,Electric,Automatic,2000,Worn Out,Worn Out,Good,1
34685,SUV,40940,3,3,Diesel,Automatic,1500,Good,Good,New,1
34686,Car,77935,3,9,Electric,Manual,1500,Worn Out,New,Weak,1
34687,Van,32187,4,8,Petrol,Automatic,2500,Worn Out,New,New,1
34688,Van,68189,5,2,Diesel,Manual,2500,New,Good,Good,1
34689,Van,56505,2,6,Electric,Automatic,2000,Worn Out,New,Weak,1
34690,Bus,45365,2,4,Diesel,Manual,800,Good,Worn Out,Weak,1
34691,SUV,73415,0,4,Diesel,Automatic,1000,Good,New,New,0
34692,Truck,67265,5,9,Petrol,Manual,800,Good,New,Good,1
34693,Car,65844,5,6,Electric,Manual,1000,Good,Worn Out,Good,1
34694,Car,41811,5,6,Petrol,Automatic,2500,Worn Out,New,Weak,1
34695,Van,65176,0,1,Petrol,Automatic,1000,Worn Out,Worn Out,Weak,1
34696,Car,74913,4,5,Electric,Automatic,1500,New,New,New,1
34697,Motorcycle,69915,5,10,Electric,Automatic,2000,New,Good,New,1
34698,Bus,44227,1,2,Petrol,Manual,1000,Worn Out,Good,Weak,1
34699,Motorcycle,79589,5,5,Electric,Automatic,800,Good,New,Good,1
34700,SUV,38701,4,6,Petrol,Automatic,2000,New,Good,Good,1
34701,Van,47134,2,2,Petrol,Automatic,1500,New,New,Good,0
34702,Truck,40958,1,5,Electric,Manual,800,New,New,Good,0
34703,SUV,45416,0,5,Electric,Automatic,2000,Worn Out,Worn Out,Good,1
34704,Bus,42015,0,10,Electric,Manual,2500,Worn Out,Worn Out,Good,1
34705,Car,31962,5,8,Petrol,Automatic,1000,Worn Out,Good,New,1
34706,Car,65493,2,6,Electric,Manual,2000,Worn Out,Good,Good,0
34707,Van,51788,0,10,Diesel,Manual,1000,New,Good,New,0
34708,Motorcycle,70603,5,10,Petrol,Manual,1500,New,Good,Good,1
34709,Motorcycle,68316,5,6,Electric,Manual,1000,Worn Out,New,New,1
34710,Bus,55936,5,1,Electric,Manual,1500,Worn Out,New,Good,1
34711,Bus,52411,5,6,Electric,Automatic,1500,New,Worn Out,New,1
34712,Truck,57095,2,9,Petrol,Manual,800,New,New,New,0
34713,Motorcycle,45757,4,5,Electric,Automatic,2000,Good,Worn Out,Good,1
34714,Van,30128,3,7,Petrol,Automatic,2000,Worn Out,New,Good,1
34715,Truck,59144,3,9,Diesel,Manual,2000,Worn Out,New,Weak,1
34716,Bus,61744,0,10,Electric,Manual,1000,New,Worn Out,Good,1
34717,Motorcycle,57093,4,7,Diesel,Manual,1000,Worn Out,New,New,1
34718,Van,54834,3,3,Electric,Automatic,800,New,Good,Good,1
34719,Truck,74103,1,4,Electric,Automatic,2000,Good,New,Good,0
34720,Motorcycle,75234,2,8,Petrol,Automatic,2500,Good,New,Good,1
34721,SUV,50308,3,9,Electric,Manual,2500,New,Good,Good,0
34722,Motorcycle,39379,3,6,Electric,Automatic,800,New,New,Weak,1
34723,Van,55041,3,7,Diesel,Automatic,800,Good,Worn Out,Good,1
34724,Van,79862,2,7,Diesel,Manual,1500,Worn Out,Worn Out,New,1
34725,Car,65635,0,10,Diesel,Manual,1500,New,Worn Out,Weak,1
34726,Bus,66142,4,4,Diesel,Automatic,2000,Good,Good,New,1
34727,SUV,59575,2,1,Petrol,Automatic,800,New,New,New,0
34728,Truck,65593,0,6,Diesel,Manual,2500,New,Worn Out,Good,1
34729,Truck,53447,2,9,Diesel,Manual,800,Good,New,New,0
34730,Bus,77655,1,2,Diesel,Automatic,2500,Worn Out,Worn Out,Weak,1
34731,Car,76446,0,7,Electric,Automatic,2000,New,Good,New,0
34732,Van,36487,1,8,Diesel,Automatic,1500,New,Worn Out,Weak,1
34733,Bus,58060,1,7,Diesel,Automatic,1500,New,Good,Good,0
34734,Motorcycle,59363,2,1,Electric,Manual,2500,New,Worn Out,New,1
34735,Van,63135,3,3,Petrol,Manual,2500,Good,New,New,1
34736,Motorcycle,49193,4,9,Electric,Manual,1500,Worn Out,New,New,1
34737,Motorcycle,60951,4,7,Petrol,Manual,2500,Good,New,Good,1
34738,SUV,59553,0,2,Electric,Automatic,800,New,Good,Weak,1
34739,Truck,32779,4,3,Electric,Automatic,2500,Worn Out,New,New,1
34740,Bus,31885,3,4,Electric,Automatic,1500,Worn Out,New,Good,0
34741,Car,45221,1,9,Electric,Automatic,2500,Good,New,Weak,1
34742,Van,78504,0,6,Diesel,Automatic,1000,Worn Out,New,Good,1
34743,Truck,43731,5,10,Diesel,Manual,1000,Good,Worn Out,New,1
34744,Bus,78143,2,10,Diesel,Manual,1500,Worn Out,Good,New,1
34745,Motorcycle,34414,1,5,Electric,Automatic,1500,Good,Worn Out,New,1
34746,Bus,59950,3,3,Petrol,Automatic,2000,Good,New,Weak,1
34747,Car,35080,2,10,Petrol,Automatic,2000,New,New,Weak,1
34748,SUV,48802,2,2,Petrol,Automatic,1500,Worn Out,Worn Out,New,1
34749,Van,31479,3,4,Petrol,Automatic,2000,Good,Worn Out,Weak,1
34750,SUV,77213,2,1,Diesel,Manual,2500,Good,Worn Out,Good,1
34751,Motorcycle,64862,1,10,Petrol,Manual,800,Worn Out,Good,Weak,1
34752,Truck,76025,1,3,Electric,Automatic,2000,Good,New,Good,0
34753,Car,51238,3,3,Petrol,Automatic,800,Good,Worn Out,Good,1
34754,Truck,49136,5,3,Petrol,Manual,800,Worn Out,New,New,1
34755,Motorcycle,79212,5,4,Electric,Manual,800,New,Good,New,1
34756,Car,60532,4,10,Petrol,Automatic,1000,New,Good,Weak,1
34757,SUV,55579,5,1,Electric,Automatic,1500,New,Good,Good,1
34758,Truck,32604,1,3,Petrol,Automatic,2500,New,Good,Weak,1
34759,Truck,52353,5,1,Petrol,Manual,2000,Good,New,New,1
34760,Van,54146,5,6,Electric,Manual,1500,Worn Out,Worn Out,Good,1
34761,Motorcycle,45973,0,6,Petrol,Automatic,2000,Good,New,New,0
34762,Van,74277,0,3,Petrol,Automatic,800,New,Worn Out,Good,1
34763,Motorcycle,39676,0,7,Diesel,Automatic,1000,Worn Out,Worn Out,Weak,1
34764,Truck,61710,0,10,Petrol,Automatic,1000,Worn Out,New,Good,0
34765,Bus,79972,0,1,Petrol,Manual,2500,New,Worn Out,New,1
34766,Van,45005,2,7,Electric,Manual,2000,New,Good,New,0
34767,SUV,46273,4,6,Electric,Automatic,2500,New,Good,Good,1
34768,Truck,45934,3,9,Diesel,Automatic,800,Worn Out,Worn Out,New,1
34769,SUV,56617,3,1,Electric,Automatic,1000,Good,New,Weak,1
34770,Truck,70039,2,2,Petrol,Manual,1000,Worn Out,Worn Out,Good,1
34771,Van,45770,2,3,Electric,Automatic,1000,Worn Out,Good,Weak,1
34772,Van,69928,1,6,Petrol,Automatic,1000,New,Good,Good,0
34773,Bus,41429,4,2,Electric,Manual,2000,Good,Worn Out,Weak,1
34774,Bus,68474,0,1,Diesel,Automatic,2500,Good,Good,Good,0
34775,Bus,75734,3,7,Diesel,Manual,1000,Good,Worn Out,Weak,1
34776,Van,44009,3,4,Diesel,Automatic,800,Worn Out,Worn Out,Weak,1
34777,Truck,38119,1,5,Petrol,Manual,1000,Good,Good,New,0
34778,Truck,49482,3,3,Diesel,Manual,2000,Good,New,Good,1
34779,Truck,58180,2,4,Diesel,Automatic,2000,Worn Out,Worn Out,New,1
34780,Bus,49282,5,6,Petrol,Manual,2500,Good,New,New,1
34781,Motorcycle,49450,1,3,Diesel,Manual,1500,New,Good,Good,0
34782,Van,59607,2,2,Electric,Manual,1500,Worn Out,Worn Out,Weak,1
34783,Van,47221,3,10,Diesel,Automatic,800,New,Worn Out,Good,1
34784,Van,31284,5,8,Electric,Manual,1000,Worn Out,Good,Weak,1
34785,Van,38234,4,6,Diesel,Automatic,1500,New,Good,Weak,1
34786,Car,59501,2,9,Diesel,Automatic,2500,New,Good,Weak,1
34787,Motorcycle,62516,2,1,Petrol,Manual,1000,Good,Good,Good,1
34788,Car,58078,5,1,Petrol,Automatic,2000,Worn Out,Worn Out,Weak,1
34789,Truck,45631,4,2,Petrol,Manual,1000,Good,Good,Good,1
34790,Bus,50260,2,4,Electric,Automatic,1000,Worn Out,Worn Out,New,1
34791,Car,38757,5,7,Petrol,Manual,1500,Worn Out,New,Good,1
34792,Van,30082,3,7,Petrol,Automatic,800,Worn Out,Worn Out,Good,1
34793,Truck,49912,4,9,Electric,Manual,800,Good,Worn Out,New,1
34794,Truck,31877,5,1,Diesel,Manual,800,Worn Out,Good,Good,1
34795,SUV,48859,3,4,Petrol,Automatic,1000,New,Good,Weak,1
34796,SUV,52272,5,6,Petrol,Manual,2000,New,New,Good,1
34797,Van,66447,0,9,Electric,Automatic,2000,New,Worn Out,Weak,1
34798,Car,65914,2,1,Electric,Automatic,1500,Good,Worn Out,Weak,1
34799,SUV,40830,5,4,Petrol,Manual,2000,Worn Out,New,New,1
34800,Truck,53456,2,9,Electric,Automatic,800,New,New,New,0
34801,Van,62347,4,3,Diesel,Automatic,2000,Good,New,New,1
34802,Bus,50293,4,10,Electric,Automatic,1500,New,Good,Weak,1
34803,Bus,43992,0,5,Diesel,Automatic,2000,Good,Worn Out,Good,1
34804,Truck,73584,2,3,Petrol,Automatic,800,Worn Out,New,New,0
34805,SUV,75508,5,6,Electric,Manual,1500,Good,Worn Out,New,1
34806,Car,63085,5,1,Petrol,Manual,800,Worn Out,Good,New,1
34807,Motorcycle,37494,0,6,Electric,Automatic,2000,Good,Worn Out,Weak,1
34808,SUV,78164,2,4,Electric,Automatic,1000,Good,Good,Weak,1
34809,SUV,40368,1,7,Petrol,Automatic,1500,New,Worn Out,New,1
34810,Motorcycle,51291,4,3,Petrol,Automatic,2500,New,New,New,1
34811,Car,56918,1,2,Petrol,Manual,2500,Good,New,Weak,1
34812,SUV,34137,5,2,Petrol,Automatic,1500,Worn Out,New,Good,1
34813,Car,38915,1,7,Petrol,Manual,1500,New,Worn Out,Good,1
34814,Truck,33816,1,5,Diesel,Manual,800,Worn Out,Good,Good,0
34815,Van,50111,5,9,Diesel,Automatic,1500,Worn Out,Worn Out,Good,1
34816,Bus,46330,1,2,Diesel,Manual,800,Good,New,Weak,1
34817,Bus,32109,2,10,Diesel,Manual,2000,Good,New,Good,1
34818,Bus,69224,1,4,Petrol,Manual,2500,Worn Out,Worn Out,Weak,1
34819,Motorcycle,63701,0,2,Electric,Manual,800,New,New,Good,0
34820,Van,50057,3,7,Electric,Manual,1000,New,Worn Out,New,1
34821,SUV,31902,5,3,Electric,Automatic,800,New,New,Good,1
34822,Car,66239,0,9,Diesel,Manual,1500,New,Good,New,0
34823,Van,72660,5,9,Petrol,Manual,2500,Worn Out,Worn Out,Weak,1
34824,Car,53515,5,4,Electric,Automatic,2000,Good,Good,Weak,1
34825,Truck,48716,0,10,Diesel,Manual,2000,Good,Worn Out,New,1
34826,SUV,44080,0,10,Electric,Manual,1000,Good,Good,New,1
34827,Truck,32211,3,10,Diesel,Automatic,800,Good,Worn Out,Weak,1
34828,Van,56488,3,10,Electric,Automatic,800,Worn Out,Worn Out,New,1
34829,SUV,39844,2,9,Electric,Manual,1500,New,Worn Out,Good,1
34830,Car,46646,1,6,Electric,Manual,800,New,Worn Out,Weak,1
34831,Bus,56017,2,9,Petrol,Manual,1500,Good,New,New,0
34832,SUV,48418,4,9,Diesel,Manual,1500,Good,Good,Weak,1
34833,Van,34533,5,8,Electric,Automatic,2500,New,New,Good,1
34834,Van,48602,2,2,Diesel,Automatic,1500,Worn Out,New,Good,0
34835,SUV,78679,1,9,Petrol,Manual,2000,Worn Out,Worn Out,Weak,1
34836,Car,68057,3,6,Electric,Automatic,1000,Good,New,Good,1
34837,SUV,50672,4,8,Diesel,Manual,1500,Good,New,Good,1
34838,Van,60905,2,10,Electric,Automatic,1000,New,Good,New,1
34839,Van,58975,1,7,Electric,Automatic,2500,Worn Out,Worn Out,New,1
34840,Van,54801,1,9,Petrol,Manual,2500,New,Good,New,0
34841,Motorcycle,40083,0,5,Diesel,Manual,1000,Worn Out,New,New,1
34842,Truck,73513,3,5,Diesel,Manual,1000,New,New,New,1
34843,Truck,50160,5,6,Electric,Automatic,1500,Good,Worn Out,Weak,1
34844,Van,66827,5,1,Petrol,Manual,1000,Good,Worn Out,Weak,1
34845,Car,56928,1,4,Diesel,Manual,2000,Good,Good,New,0
34846,Car,66105,0,6,Petrol,Automatic,800,Good,New,Weak,1
34847,Truck,43630,3,6,Diesel,Manual,2000,New,Worn Out,Weak,1
34848,Bus,44477,4,10,Petrol,Automatic,800,Good,Good,New,1
34849,Car,67836,0,6,Diesel,Automatic,1000,New,New,Weak,1
34850,Van,58673,3,6,Diesel,Manual,2000,Worn Out,New,Good,1
34851,Motorcycle,64697,1,4,Petrol,Automatic,2500,New,New,New,0
34852,Van,31146,4,9,Petrol,Manual,2000,New,New,Weak,1
34853,Van,75599,2,4,Electric,Manual,2500,New,Worn Out,Weak,1
34854,Motorcycle,47945,4,4,Diesel,Manual,1000,Worn Out,Worn Out,Weak,1
34855,Van,52248,5,2,Electric,Manual,2000,Good,New,New,1
34856,Car,43017,4,7,Electric,Manual,1500,Good,Worn Out,New,1
34857,Van,69560,4,9,Diesel,Automatic,2000,New,Good,New,1
34858,Car,74517,4,9,Diesel,Automatic,1500,Good,Good,Weak,1
34859,Motorcycle,75623,2,5,Diesel,Manual,800,Good,New,Good,1
34860,SUV,34603,1,8,Electric,Manual,2500,Worn Out,Good,New,0
34861,Motorcycle,61617,3,2,Diesel,Automatic,800,Worn Out,Worn Out,Weak,1
34862,Van,74049,0,8,Diesel,Automatic,1500,New,New,Weak,1
34863,Truck,40065,2,2,Diesel,Automatic,2000,New,Good,Good,0
34864,Car,77152,5,9,Electric,Manual,800,Good,Good,Weak,1
34865,SUV,52650,4,8,Electric,Manual,2000,Good,New,New,1
34866,Truck,73080,2,5,Petrol,Automatic,1500,Worn Out,Worn Out,Weak,1
34867,Van,53138,5,7,Electric,Manual,1500,Worn Out,Worn Out,Weak,1
34868,Car,39488,0,10,Electric,Manual,1000,Worn Out,Worn Out,Good,1
34869,Bus,49553,5,4,Diesel,Manual,1000,Good,Good,Weak,1
34870,Bus,60518,1,5,Petrol,Manual,2500,Worn Out,Good,Good,0
34871,SUV,44476,4,5,Diesel,Automatic,2500,New,New,Weak,1
34872,SUV,62887,2,3,Diesel,Manual,2000,Good,Good,Weak,1
34873,Motorcycle,74836,3,4,Diesel,Automatic,800,Good,Good,Good,1
34874,Car,44197,5,7,Diesel,Manual,2500,New,New,Weak,1
34875,Motorcycle,59396,4,3,Petrol,Automatic,2000,Good,Good,Weak,1
34876,Truck,59820,3,8,Electric,Automatic,1000,Worn Out,New,Weak,1
34877,Motorcycle,50439,4,7,Petrol,Automatic,1500,Good,Good,New,1
34878,Van,33183,0,3,Electric,Automatic,2500,New,Good,Good,0
34879,Motorcycle,79905,3,2,Diesel,Manual,1000,Worn Out,New,Good,1
34880,SUV,73855,5,9,Petrol,Manual,1500,Worn Out,New,Weak,1
34881,Truck,44886,4,6,Diesel,Automatic,2500,New,Worn Out,Good,1
34882,Bus,57356,0,4,Electric,Manual,800,Good,New,Weak,1
34883,Truck,72072,2,9,Electric,Automatic,1000,New,Worn Out,Good,1
34884,Van,37995,3,4,Electric,Manual,2000,Good,New,Good,1
34885,Bus,69795,3,7,Petrol,Manual,1500,Good,Good,Weak,1
34886,Bus,49289,3,9,Diesel,Automatic,2000,New,Good,Good,0
34887,SUV,54677,4,1,Electric,Manual,2500,New,Worn Out,Good,1
34888,Van,63470,2,1,Electric,Automatic,2000,Worn Out,Good,New,0
